External ID,Document Number,Transaction Number,Maximum of Linked Invoice,Type,Date,Period,Terms,Maximum of Due Date/Receive By,Vendor Category,Vendor Name,Vendor Number,Company Name,Vendor VAT Registration Number,Vendor Billing Address,Vendor Billing Country,Bill to City,Bill to State,Bill to Country,Bill to Zip,Source System,Source System Identifier,City,State/Province,Country,Zip,Currency,Memo (Main),Maximum of GMAX Tax Code,Maximum of NetSuite Tax Item,Maximum of Coupa Tax Code,Maximum of External System Tax Code,Maximum of Tax Code (Consolidated),FOP Type,Sum of Asset,Sum of Accounts Payable,Sum of Other Liabilities,Sum of Income,Sum of Expense,Sum of VAT
00383047174-1298676-001-001-VB,00383047174-1298676-001-001,BL-DK0407277,Invoice #IN-DK4723703,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-3253,,3253,,0
00383047301-1298681-001-001-VB,00383047301-1298681-001-001,BL-DK0407278,Invoice #IN-DK4723709,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,40418_1115,,INDIGO-DK,- None -,INDIGO Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-568.46,,568.46,,0
00383049740-1298713-003-001-VC,00383049740-1298713-003-001,BC-DK0125633,Invoice #IN-DK4724161,Bill Credit,3/10/2020,Mar-20,- None -,,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,44.04,,-44.04,,0
00383050549-1298726-001-001-VC,00383050549-1298726-001-001,BC-DK0125634,Credit Memo #CM-DK0307688,Bill Credit,3/10/2020,Mar-20,- None -,,GMAX,48884_1115,,DSB ELEKTRONISK-DK,- None -,DSB ELEKTRONISK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,416.1,,-416.1,,0
00383050906-1298732-001-001-VC,00383050906-1298732-001-001,BC-DK0125635,Credit Memo #CM-DK0307689,Bill Credit,3/10/2020,Mar-20,- None -,,GMAX,48884_1115,,DSB ELEKTRONISK-DK,- None -,DSB ELEKTRONISK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,416.1,,-416.1,,0
00383050955-1298734-001-001-VB,00383050955-1298734-001-001,BL-DK0407290,Invoice #IN-DK4724182,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,40418_1115,,INDIGO-DK,- None -,INDIGO Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2035.47,,2035.47,,0
00383051255-1298743-001-001-VC,00383051255-1298743-001-001,BC-DK0125968,Credit Memo #CM-DK0310028,Bill Credit,3/10/2020,Mar-20,- None -,,GMAX,48884_1115,,DSB ELEKTRONISK-DK,- None -,DSB ELEKTRONISK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,340.1,,-340.1,,0
00383051256-1298743-003-001-VC,00383051256-1298743-003-001,BC-DK0125969,Credit Memo #CM-DK0310029,Bill Credit,3/10/2020,Mar-20,- None -,,GMAX,48884_1115,,DSB ELEKTRONISK-DK,- None -,DSB ELEKTRONISK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,340.1,,-340.1,,0
00383053319-1298783-001-001-VB,00383053319-1298783-001-001,BL-DK0407291,Invoice #IN-DK4724384,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-5449,,5449,,0
00383053405-1298786-001-001-VB,00383053405-1298786-001-001,BL-DK0407292,Invoice #IN-DK4724387,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-5449,,5449,,0
00383053448-1298790-001-001-VB,00383053448-1298790-001-001,BL-DK0407293,Invoice #IN-DK4724389,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-5449,,5449,,0
00383056375-1298837-001-001-VB,00383056375-1298837-001-001,BL-DK0407294,Invoice #IN-DK4724476,Bill,3/10/2020,Mar-20,- None -,3/10/2020,GMAX,BSP - DK,,BSP - DK,- None -,BSP - DK Denmark,Denmark,- None -,- None -,Denmark,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-Z,,,DK-Z,- None -,,-2677,,2677,,0
- None -,1444-VPAY-MARCH2020,BL-DK0407241, ,Bill,3/10/2020,Mar-20,Due on receipt,3/13/2020,GMAX_CHILD,60156_1115,,American Express Service Europe LTD,- None -,American Express Service Europe LTD Belgrave House 78Buckingham Palace Road Denmark,Denmark,- None -,- None -,Denmark,- None -,BT,- None -,Copenhagen K,- None -,Denmark,DK-1366,Euro,6156516,,DK-Z,,,DK-Z,- None -,1716688.74,-1716688.74,,,,0
- None -,222023,219848, ,Currency Revaluation,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,-26.85,,,26.85,
- None -,222024,219849, ,Currency Revaluation,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,222027,219852, ,Currency Revaluation,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,-276.76,,,276.76,
- None -,222028,219853, ,Currency Revaluation,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,,,
- None -,265028,BL-DK0407172, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,M&E-Hotel,GULDSMEDEN HOTELS-DK,,GULDSMEDEN HOTELS,- None -,GULDSMEDEN HOTELS Vesterbrogade 66 København V DENMARK  1620 Denmark,Denmark,DENMARK,- None -,Denmark,1620,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,265028,,DK-S,,,DK-S,- None -,,-13205,10564,,,2641
KDS_Exp_VB_341031,341031,BL-DK0407216, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,Non_Travel_Vendor,EXPENSEA0029,,"AMERICAN EXPRESS INT'L., INC.- DK",- None -,"AMERICAN EXPRESS INT'L., INC.- DK Turesengate 22,5 Kobenhavn K  1368 Denmark",Denmark,Kobenhavn K,- None -,Denmark,1368,NEO,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,Feb-20,,DK-Z,,,DK-Z,- None -,,-4677.23,,,4533.43,143.8
KDS_Exp_VB_342344,342344,BL-DK0407217, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,Non_Travel_Vendor,EXPENSEA0029,,"AMERICAN EXPRESS INT'L., INC.- DK",- None -,"AMERICAN EXPRESS INT'L., INC.- DK Turesengate 22,5 Kobenhavn K  1368 Denmark",Denmark,Kobenhavn K,- None -,Denmark,1368,NEO,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,January 2020 (5),,DK-Z,,,DK-Z,- None -,,-2116.76,,,2116.76,0
- None -,36389,BC-DK0125636, ,Bill Credit,3/10/2020,Mar-20,- None -,,M&E-Package Income,TOGREJSE DK APS_DK,,TOGREJSE DK APS - DK,39187574,TOGREJSE DK APS JERNBANEGADE 29 7700 THISTED Denmark,Denmark,THISTED,- None -,Denmark,7700,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,36389,,DK-Z,,,DK-Z,- None -,,1232.2,-1232.2,,,0
- None -,47200,BL-DK0407316, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,M&E-Package Income,7A SEVENA AB_DK,,7A SEVENA AB - DK,SE556662001801,7A SEVENA AB STRANDVAGEN 7A 11456 STOCKHOLM   Sweden,Sweden,STOCKHOLM,- None -,Sweden,11456,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Swedish Krona,47200,,DK-S,,,DK-S,- None -,,-7707.1,6165.68,,,1541.42
- None -,507715534,BL-DK0407449, ,Bill,3/10/2020,Mar-20,Net 15,3/25/2020,Coupa,DK106349,,ORSTED SALES AND DISTRIBUTION A/S - DK,20214414,ORSTED SALES AND DISTRIBUTION A/S TEKNIKERBYEN 25 2830 VIRUM   Denmark,Denmark,VIRUM,- None -,Denmark,2830,Procurement,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,"Utility Electricity, Denmark Copenhagen, 2020",,DK-S,,,DK-S,- None -,,-3709.24,,,2967.39,741.85
- None -,535126303,BL-DK0407448, ,Bill,3/10/2020,Mar-20,Net 15,3/25/2020,Coupa,DK106349,,ORSTED SALES AND DISTRIBUTION A/S - DK,20214414,ORSTED SALES AND DISTRIBUTION A/S TEKNIKERBYEN 25 2830 VIRUM   Denmark,Denmark,VIRUM,- None -,Denmark,2830,Procurement,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,"Utility Electricity, Denmark Copenhagen, 2020",,DK-S,,,DK-S,- None -,,-5487.94,,,4390.35,1097.59
- None -,579,BL-DK0407231, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,M&E-Package Income,KOEDBYENS FISKEBAR_DK,,KOEDBYENS FISKEBAR - DK,32082645,KOEDBYENS FISKEBAR FLAESKETORVET 100 1711 COPENHAGEN V   Denmark,Denmark,COPENHAGEN V,- None -,Denmark,1711,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,579,,DK-S,,,DK-S,- None -,,-3840,3072,,,768
- None -,998811,BL-DK0407242, ,Bill,3/10/2020,Mar-20,Due on receipt,3/10/2020,M&E-Hotel,MARIENLYST HOTEL & CASINO A/S-DK,,MARIENLYST HOTEL & CASINO A/S,- None -,"MARIENLYST HOTEL & CASINO A/S NDR STRANDVEJ 2 3000 HELSINGOR, DENMARK   Denmark",Denmark,"3000 HELSINGOR, DENMARK",- None -,Denmark,- None -,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,998811,,DK-S,,,DK-S,- None -,,-20580,16464,,,4116
- None -,CPH1817002,BL-DK0407459, ,Bill,3/10/2020,Mar-20,Net 15,3/25/2020,Coupa,DK103344,,DHL EXPRESS (DENMARK) A/S - DK,10154596,DHL EXPRESS (DENMARK) A/S - DK JYDEKROGEN 14 VALLENSBAEK  2625 Denmark,Denmark,VALLENSBAEK,- None -,Denmark,2625,Procurement,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,"Courier, Denmark Copenhagen, 2020",,DK-S,,,DK-S,- None -,,-2723.14,,,2178.51,544.63
- None -,INV02032020,BC-DK0125586, ,Bill Credit,3/10/2020,Mar-20,- None -,,M&E-Package Income,AMERICAN EXPRESS VPAYMENT – EURO_DK,,AMERICAN EXPRESS VPAYMENT – EURO - DK,656442719,AMERICAN EXPRESS VPAYMENT – EURO BELGRAVE HOUSE 76 BUCKINGHAM PALACE ROAD LONDON SW1W9AX United Kingdom,United Kingdom,LONDON,- None -,United Kingdom,SW1W9AX,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Euro,INV02032020,,DK-Z : DK-EZ,,,DK-Z : DK-EZ,- None -,,6691.45,-6691.45,,,0
- None -,JE-DK0288389,TJE-DK0288389, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,FINREP,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,4335.86,,,,-4335.86,
- None -,JE-DK0289192,TJE-DK0289192, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
KDS_Exp_JE_341031__OOP,JE-DK0289193,TJE-DK0289193, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,NEO,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,DK-S,,,DK-S,- None -,,,-319,,255.2,63.8
KDS_Exp_JE_348723__OOP,JE-DK0289194,TJE-DK0289194, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,NEO,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,-2477,,2477,
- None -,JE-DK0289195,TJE-DK0289195, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289197,TJE-DK0289197, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
- None -,JE-DK0289198,TJE-DK0289198, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
00382954987-1297931-008-001-PC,JE-DK0289199,TJE-DK0289199,Credit Memo #CM-DK0307460,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382954987-1297931-008-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382894085-1296779-001-001-PC,JE-DK0289200,TJE-DK0289200,Credit Memo #CM-DK0307173,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382894085-1296779-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382915133-1296917-004-001-PC,JE-DK0289201,TJE-DK0289201,Credit Memo #CM-DK0307313,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382915133-1296917-004-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382916574-1296981-001-001-PC,JE-DK0289202,TJE-DK0289202,Credit Memo #CM-DK0307330,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382916574-1296981-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382922368-1297196-005-001-PC,JE-DK0289203,TJE-DK0289203,Credit Memo #CM-DK0307406,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382922368-1297196-005-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382926280-1297292-006-001-PC,JE-DK0289204,TJE-DK0289204,Credit Memo #CM-DK0307411,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382926280-1297292-006-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382926581-1297299-006-001-PC,JE-DK0289205,TJE-DK0289205,Credit Memo #CM-DK0307392,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382926581-1297299-006-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927005-1297304-001-001-PC,JE-DK0289206,TJE-DK0289206,Credit Memo #CM-DK0307393,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927005-1297304-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927006-1297304-003-001-PC,JE-DK0289207,TJE-DK0289207,Credit Memo #CM-DK0307394,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927006-1297304-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927098-1297307-013-001-PC,JE-DK0289208,TJE-DK0289208,Credit Memo #CM-DK0307395,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927098-1297307-013-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927338-1297311-001-001-PC,JE-DK0289209,TJE-DK0289209,Credit Memo #CM-DK0307396,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927338-1297311-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927462-1297313-001-001-PC,JE-DK0289210,TJE-DK0289210,Credit Memo #CM-DK0307397,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927462-1297313-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927463-1297313-003-001-PC,JE-DK0289211,TJE-DK0289211,Credit Memo #CM-DK0307398,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927463-1297313-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927558-1297317-001-001-PC,JE-DK0289212,TJE-DK0289212,Credit Memo #CM-DK0307399,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927558-1297317-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382927748-1297321-005-001-PC,JE-DK0289213,TJE-DK0289213,Credit Memo #CM-DK0307400,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382927748-1297321-005-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382928122-1297327-003-001-PC,JE-DK0289214,TJE-DK0289214,Credit Memo #CM-DK0307401,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382928122-1297327-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382928360-1297334-008-001-PC,JE-DK0289215,TJE-DK0289215,Credit Memo #CM-DK0307402,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382928360-1297334-008-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382928361-1297334-009-001-PC,JE-DK0289216,TJE-DK0289216,Credit Memo #CM-DK0307403,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382928361-1297334-009-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382928473-1297336-006-001-PC,JE-DK0289217,TJE-DK0289217,Credit Memo #CM-DK0307404,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382928473-1297336-006-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382929166-1297349-001-001-PC,JE-DK0289218,TJE-DK0289218,Credit Memo #CM-DK0307405,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382929166-1297349-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382929335-1297350-001-001-PC,JE-DK0289219,TJE-DK0289219,Credit Memo #CM-DK0307416,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382929335-1297350-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382929557-1297356-001-001-PC,JE-DK0289220,TJE-DK0289220,Credit Memo #CM-DK0307417,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382929557-1297356-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382930835-1297384-001-001-PC,JE-DK0289221,TJE-DK0289221,Credit Memo #CM-DK0307418,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382930835-1297384-001-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382930836-1297384-002-001-PC,JE-DK0289222,TJE-DK0289222,Credit Memo #CM-DK0307419,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382930836-1297384-002-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382931646-1297188-003-001-PC,JE-DK0289223,TJE-DK0289223,Credit Memo #CM-DK0307423,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382931646-1297188-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
00382934109-1297457-003-001-PC,JE-DK0289224,TJE-DK0289224,Credit Memo #CM-DK0307429,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,00382934109-1297457-003-001,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,0,,,,,
579998496-SUMVOID,JE-DK0289225,TJE-DK0289225,Credit Memo #CM-DK0307559,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
580001759-SUMVOID,JE-DK0289226,TJE-DK0289226,Invoice #IN-DK4722722,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
580001704-SUMVOID,JE-DK0289227,TJE-DK0289227,Invoice #IN-DK4722715,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE Reversal,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,E218 | Void Script Reversal Transaction,,,,,,- None -,,,,0,,
- None -,JE-DK0289228,TJE-DK0289228, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,0,,,
- None -,JE-DK0289229,TJE-DK0289229, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,0,,,
- None -,JE-DK0289230,TJE-DK0289230, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,M&E,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,0,,,
- None -,JE-DK0289231,TJE-DK0289231, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,Summary JE,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,,0,,
M&E Reversal-580099576,JE-DK0289232,TJE-DK0289232, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,337,-337,,
M&E Reversal-580099592,JE-DK0289233,TJE-DK0289233, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,8,-8,,
M&E Reversal-580099607,JE-DK0289234,TJE-DK0289234, ,Journal,3/10/2020,Mar-20,- None -,,- None -,- None -,,- None -,- None -,- None -,- None -,- None -,- None -,- None -,- None -,GMAX,- None -,Copenhagen K,- None -,Denmark,DK-1366,Danish Krone,- None -,,,,,,- None -,,,524,-524,,
